4000
generated by VMD
Ag 52.325023 45.804418 5.493990
Ag 27.436146 20.189418 7.712769
Ag -7.025376 15.066418 60.963483
Ag -20.427079 28.727751 12.150329
Ag -7.025376 -8.840915 12.150329
Ag 50.410494 49.219751 69.838602
Ag -12.768963 23.604751 21.025448
Ag 0.632740 -0.302582 69.838602
Ag -10.854434 11.651085 56.525923
Ag 31.265204 -2.010248 49.869584
Ag 33.179733 6.528085 74.276161
Ag -10.854434 11.651085 27.681787
Ag 6.376327 11.651085 63.182262
Ag 33.179733 33.850751 3.275210
Ag -18.512550 -0.302582 32.119346
Ag 27.436146 37.266085 49.869584
Ag 48.495965 18.481752 1.056430
Ag 10.205385 38.973751 27.681787
Ag -7.025376 -8.840915 72.057381
Ag 29.350675 49.219751 63.182262
Ag -3.196318 44.096751 -12.256248
Ag -12.768963 50.927418 25.463007
Ag 25.521617 30.435418 40.994465
Ag 52.325023 20.189418 -12.256248
Ag -18.512550 33.850751 32.119346
Ag -1.281789 -7.133248 72.057381
Ag -10.854434 35.558418 23.244227
Ag 44.666907 44.096751 32.119346
Ag 21.692559 9.943418 7.712769
Ag -14.683492 6.528085 25.463007
Ag 37.008791 -10.548581 -3.381129
Ag 8.290856 27.020085 -10.037468
Ag 31.265204 21.897085 63.182262
Ag 38.923320 27.020085 43.213245
Ag 33.179733 -3.717915 69.838602
Ag 29.350675 15.066418 23.244227
Ag 15.948972 42.389085 9.931549
Ag 40.837849 9.943418 -12.256248
Ag 19.778030 -10.548581 52.088364
Ag -18.512550 -0.302582 9.931549
Ag -7.025376 -2.010248 40.994465
Ag -18.512550 42.389085 34.338126
Ag 23.607088 23.604751 -10.037468
Ag 12.119914 47.512084 72.057381
Ag 15.948972 42.389085 36.556906
Ag 4.461798 -12.256248 65.401042
Ag -14.683492 -8.840915 -1.162349
Ag 17.863501 42.389085 40.994465
Ag 29.350675 35.558418 40.994465
Ag 35.094262 45.804418 7.712769
Ag 54.239552 45.804418 40.994465
Ag -3.196318 33.850751 23.244227
Ag -14.683492 6.528085 63.182262
Ag 4.461798 -0.302582 7.712769
Ag 37.008791 37.266085 -3.381129
Ag -1.281789 54.342751 63.182262
Ag -12.768963 -3.717915 36.556906
Ag 8.290856 3.112752 63.182262
Ag -8.939905 30.435418 60.963483
Ag 2.547269 -0.302582 12.150329
Ag 42.752378 -8.840915 67.619822
Ag -7.025376 42.389085 63.182262
Ag 14.034443 27.020085 69.838602
Ag 44.666907 38.973751 -7.818689
Ag 46.581436 -5.425581 38.775686
Ag 46.581436 6.528085 58.744703
Ag 17.863501 40.681418 49.869584
Ag 54.239552 11.651085 72.057381
Ag 50.410494 33.850751 52.088364
Ag 0.632740 18.481752 12.150329
Ag 33.179733 18.481752 -3.381129
Ag -7.025376 21.897085 34.338126
Ag 12.119914 -8.840915 38.775686
Ag 14.034443 15.066418 45.432025
Ag 46.581436 32.143085 43.213245
Ag 6.376327 27.020085 16.587888
Ag -18.512550 44.096751 29.900567
Ag 4.461798 -5.425581 23.244227
Ag 19.778030 49.219751 49.869584
Ag 4.461798 33.850751 23.244227
Ag 25.521617 23.604751 45.432025
Ag -5.110847 13.358752 21.025448
Ag 31.265204 1.405085 69.838602
Ag 40.837849 25.312418 12.150329
Ag 25.521617 52.635084 -7.818689
Ag 33.179733 18.481752 69.838602
Ag 38.923320 25.312418 49.869584
Ag 40.837849 16.774085 7.712769
Ag 52.325023 8.235752 -3.381129
Ag 38.923320 -0.302582 -12.256248
Ag -20.427079 -2.010248 67.619822
Ag 54.239552 28.727751 23.244227
Ag 8.290856 35.558418 29.900567
Ag -20.427079 15.066418 65.401042
Ag -14.683492 20.189418 5.493990
Ag 19.778030 32.143085 52.088364
Ag -7.025376 21.897085 52.088364
Ag 50.410494 18.481752 72.057381
Ag -5.110847 15.066418 60.963483
Ag 29.350675 52.635084 18.806668
Ag 14.034443 8.235752 14.369109
Ag -8.939905 33.850751 29.900567
Ag -18.512550 32.143085 29.900567
Ag 15.948972 11.651085 58.744703
Ag 15.948972 25.312418 -7.818689
Ag 0.632740 13.358752 7.712769
Ag 35.094262 30.435418 47.650804
Ag 15.948972 27.020085 38.775686
Ag 42.752378 13.358752 23.244227
Ag -14.683492 -5.425581 9.931549
Ag -16.598021 38.973751 25.463007
Ag 6.376327 40.681418 43.213245
Ag 21.692559 -0.302582 40.994465
Ag -1.281789 4.820418 34.338126
Ag 10.205385 18.481752 56.525923
Ag 54.239552 40.681418 47.650804
Ag -12.768963 -8.840915 47.650804
Ag 52.325023 -3.717915 54.307144
Ag -18.512550 1.405085 1.056430
Ag -5.110847 33.850751 45.432025
Ag -10.854434 50.927418 65.401042
Ag 29.350675 4.820418 43.213245
Ag 52.325023 4.820418 -10.037468
Ag 14.034443 -7.133248 40.994465
Ag -10.854434 50.927418 -10.037468
Ag 40.837849 4.820418 5.493990
Ag 29.350675 23.604751 58.744703
Ag 42.752378 18.481752 36.556906
Ag 33.179733 32.143085 56.525923
Ag 10.205385 -7.133248 58.744703
Ag 10.205385 -8.840915 -1.162349
Ag 10.205385 28.727751 9.931549
Ag 21.692559 33.850751 56.525923
Ag 54.239552 6.528085 7.712769
Ag -1.281789 32.143085 7.712769
Ag 14.034443 9.943418 1.056430
Ag 38.923320 20.189418 72.057381
Ag -16.598021 -3.717915 67.619822
Ag 42.752378 8.235752 32.119346
Ag 42.752378 3.112752 -10.037468
Ag -10.854434 33.850751 67.619822
Ag 31.265204 44.096751 36.556906
Ag -14.683492 -8.840915 52.088364
Ag 19.778030 25.312418 23.244227
Ag -8.939905 9.943418 45.432025
Ag 50.410494 45.804418 74.276161
Ag -5.110847 27.020085 69.838602
Ag -3.196318 -5.425581 25.463007
Ag 44.666907 9.943418 32.119346
Ag -8.939905 33.850751 43.213245
Ag -8.939905 32.143085 49.869584
Ag -7.025376 -3.717915 72.057381
Ag -20.427079 -10.548581 49.869584
Ag 54.239552 3.112752 72.057381
Ag -20.427079 16.774085 21.025448
Ag -1.281789 -5.425581 -10.037468
Ag 12.119914 18.481752 58.744703
Ag 12.119914 27.020085 67.619822
Ag 19.778030 45.804418 18.806668
Ag 40.837849 1.405085 63.182262
Ag 4.461798 15.066418 29.900567
Ag 27.436146 28.727751 14.369109
Ag 50.410494 9.943418 29.900567
Ag 23.607088 3.112752 25.463007
Ag -5.110847 -2.010248 36.556906
Ag 23.607088 54.342751 18.806668
Ag 21.692559 13.358752 49.869584
Ag -1.281789 6.528085 69.838602
Ag 23.607088 33.850751 72.057381
Ag 40.837849 -5.425581 16.587888
Ag -8.939905 -5.425581 -7.818689
Ag 54.239552 8.235752 25.463007
Ag -18.512550 42.389085 -10.037468
Ag 15.948972 42.389085 67.619822
Ag 0.632740 -12.256248 60.963483
Ag 42.752378 35.558418 43.213245
Ag -10.854434 15.066418 18.806668
Ag 15.948972 -3.717915 25.463007
Ag -7.025376 37.266085 63.182262
Ag 10.205385 47.512084 14.369109
Ag 21.692559 -12.256248 67.619822
Ag 21.692559 18.481752 -5.599909
Ag -8.939905 38.973751 36.556906
Ag 25.521617 54.342751 9.931549
Ag 40.837849 -12.256248 23.244227
Ag 14.034443 -7.133248 14.369109
Ag 37.008791 -2.010248 72.057381
Ag -20.427079 52.635084 54.307144
Ag -12.768963 9.943418 -7.818689
Ag 10.205385 44.096751 47.650804
Ag 54.239552 4.820418 1.056430
Ag -7.025376 37.266085 36.556906
Ag 21.692559 28.727751 12.150329
Ag 52.325023 21.897085 63.182262
Ag 35.094262 16.774085 9.931549
Ag 54.239552 1.405085 67.619822
Ag 21.692559 32.143085 -3.381129
Ag 27.436146 18.481752 14.369109
Ag -1.281789 45.804418 16.587888
Ag 46.581436 28.727751 63.182262
Ag 52.325023 -12.256248 32.119346
Ag 29.350675 38.973751 60.963483
Ag 54.239552 44.096751 23.244227
Ag -18.512550 9.943418 56.525923
Ag -8.939905 3.112752 -5.599909
Ag 40.837849 -2.010248 3.275210
Ag -16.598021 8.235752 21.025448
Ag -8.939905 20.189418 52.088364
Ag 2.547269 23.604751 36.556906
Ag 25.521617 52.635084 27.681787
Ag 40.837849 33.850751 25.463007
Ag -14.683492 33.850751 21.025448
Ag -10.854434 25.312418 3.275210
Ag -5.110847 52.635084 45.432025
Ag 46.581436 32.143085 25.463007
Ag 6.376327 52.635084 32.119346
Ag 35.094262 44.096751 -10.037468
Ag -14.683492 -2.010248 12.150329
Ag 52.325023 28.727751 18.806668
Ag 35.094262 -8.840915 38.775686
Ag 10.205385 -12.256248 7.712769
Ag 15.948972 13.358752 -3.381129
Ag 37.008791 -8.840915 1.056430
Ag -5.110847 20.189418 27.681787
Ag 17.863501 21.897085 67.619822
Ag 19.778030 32.143085 45.432025
Ag 23.607088 -10.548581 69.838602
Ag 23.607088 15.066418 -7.818689
Ag -20.427079 49.219751 -7.818689
Ag 10.205385 50.927418 25.463007
Ag 46.581436 23.604751 1.056430
Ag 46.581436 23.604751 43.213245
Ag -18.512550 52.635084 -1.162349
Ag 25.521617 -7.133248 -1.162349
Ag -8.939905 16.774085 47.650804
Ag 2.547269 33.850751 36.556906
Ag 14.034443 44.096751 43.213245
Ag 48.495965 20.189418 -7.818689
Ag -1.281789 27.020085 69.838602
Ag -3.196318 21.897085 -12.256248
Ag 48.495965 4.820418 21.025448
Ag -1.281789 6.528085 47.650804
Ag 19.778030 3.112752 69.838602
Ag 52.325023 27.020085 47.650804
Ag 21.692559 40.681418 27.681787
Ag 46.581436 -12.256248 38.775686
Ag 14.034443 47.512084 14.369109
Ag 25.521617 25.312418 47.650804
Ag -16.598021 20.189418 3.275210
Ag 23.607088 49.219751 9.931549
Ag 17.863501 1.405085 38.775686
Ag 23.607088 13.358752 60.963483
Ag -3.196318 25.312418 7.712769
Ag -20.427079 4.820418 40.994465
Ag 4.461798 35.558418 -12.256248
Ag 42.752378 21.897085 67.619822
Ag -20.427079 33.850751 -1.162349
Ag 44.666907 13.358752 32.119346
Ag 33.179733 3.112752 52.088364
Ag 15.948972 37.266085 58.744703
Ag -3.196318 -5.425581 -1.162349
Ag 19.778030 38.973751 1.056430
Ag 0.632740 4.820418 16.587888
Ag 23.607088 13.358752 -5.599909
Ag 27.436146 25.312418 27.681787
Ag 8.290856 25.312418 7.712769
Ag 8.290856 40.681418 74.276161
Ag 27.436146 20.189418 1.056430
Ag 42.752378 1.405085 60.963483
Ag 33.179733 42.389085 52.088364
Ag -14.683492 47.512084 -3.381129
Ag -14.683492 20.189418 -7.818689
Ag 0.632740 20.189418 27.681787
Ag 21.692559 -0.302582 54.307144
Ag 44.666907 3.112752 21.025448
Ag 2.547269 20.189418 54.307144
Ag 35.094262 8.235752 60.963483
Ag 42.752378 -0.302582 36.556906
Ag 17.863501 37.266085 34.338126
Ag -1.281789 -12.256248 32.119346
Ag 38.923320 -5.425581 12.150329
Ag 31.265204 33.850751 32.119346
Ag 10.205385 6.528085 16.587888
Ag 40.837849 20.189418 34.338126
Ag 46.581436 9.943418 56.525923
Ag -10.854434 40.681418 7.712769
Ag 8.290856 -12.256248 5.493990
